metric,mean,std,n_seeds
M-TRACE Diagnostic Utility,0.0,0.0,5
SHAP Diagnostic Utility,0.6,0.5477225575051662,5
Utility Difference (M-TRACE - SHAP),-0.6,0.5477225575051662,5
M-TRACE Analysis Cost (ms),18.003999999999998,10.918066678675304,5
SHAP Analysis Cost (ms),1301.0800000000002,41.45730333728911,5
Cost Ratio (M-TRACE/SHAP),0.014000000000000002,0.008944271909999158,5
